index,mid,display_name
156,/m/0l14md,Percussão
157,/m/02hnl,Bateria
158,/m/0cfdd,Bateria eletrônica
159,/m/026t6,Tambor
160,/m/06rvn,Caixa de bateria
161,/m/03t3fj,Rimshot
162,/m/02k_mr,Rufada de tambor
163,/m/0bm02,Bumbo
164,/m/011k_j,Tímpano
165,/m/01p970,Tabla
166,/m/01qbl,Prato de bateria
167,/m/03qtq,Hi-hat
168,/m/01sm1g,Bloco de madeira percussivo
169,/m/07brj,Pandeiro
170,/m/05r5wn,Chocalho de instrumento
171,/m/0xzly,Maraca
172,/m/0mbct,Gongo
173,/m/016622,Sino tubular
174,/m/0j45pbj,Percussão de marretas
175,/m/0dwsp,Marimba e xilofone
176,/m/0dwtp,Glockenspiel
177,/m/0dwt5,Vibrafone
178,/m/0l156b,Steelpan
179,/m/05pd6,Orquestra
180,/m/01kcd,Instrumento de sopro de metal
181,/m/0319l,Trompa
182,/m/07gql,Trompete
183,/m/07c6l,Trombone
184,/m/0l14_3,Instrumento de corda friccionada
185,/m/02qmj0d,Seção de cordas
186,/m/07y_7,Violino e rabeca
187,/m/0d8_n,Pizzicato em cordas
188,/m/01xqw,Violoncelo
189,/m/02fsn,Contrabaixo
190,/m/085jw,Instrumento de sopro de madeira
191,/m/0l14j_,Flauta
192,/m/06ncr,Saxofone
193,/m/01wy6,Clarinete
194,/m/03m5k,Harpa
195,/m/0395lw,Sino
196,/m/03w41f,Sino de igreja
197,/m/027m70_,Guizo
198,/m/0gy1t2s,Campainha de bicicleta
199,/m/07n_g,Diapasão
200,/m/0f8s22,Sinos musicais
201,/m/026fgl,Sino dos ventos
202,/m/0150b9,Toque de sinos
203,/m/03qjg,Gaita de boca
204,/m/0mkg,Acordeão
205,/m/0192l,Gaita de foles
206,/m/02bxd,Dididjeridu
207,/m/0l14l2,Shofar
208,/m/07kc_,Theremin
209,/m/0l14t7,Tigela tibetana
210,/m/01hgjl,Scratch de DJ
211,/m/064t9,Música Pop
212,/m/0glt670,Música Hip Hop
213,/m/02cz_7,Beatbox
214,/m/06by7,Música Rock
215,/m/03lty,Heavy Metal
216,/m/05r6t,Punk Rock
217,/m/0dls3,Grunge
218,/m/0dl5d,Rock Progressivo
219,/m/07sbbz2,Rock and Roll
220,/m/05w3f,Rock Psicodélico
221,/m/06j6l,Rhythm and Blues
222,/m/0gywn,Música Soul
223,/m/06cqb,Reggae
224,/m/01lyv,Música Country
225,/m/015y_n,Música Swing
226,/m/0gg8l,Bluegrass
227,/m/02x8m,Funk
228,/m/02w4v,Música Folclórica
229,/m/06j64v,Música do Oriente Médio
230,/m/03_d0,Jazz
231,/m/026z9,Disco
232,/m/0ggq0m,Música Clássica
233,/m/05lls,Ópera
234,/m/02lkt,Música Eletrônica
235,/m/03mb9,House Music
236,/m/07gxw,Techno
237,/m/07s72n,Dubstep
238,/m/0283d,Drum and Bass
239,/m/0m0jc,Electronica
240,/m/08cyft,EDM
241,/m/0fd3y,Música Ambient
242,/m/07lnk,Trance
243,/m/0g293,Música Latino-Americana
244,/m/0ln16,Salsa
245,/m/0326g,Flamenco
246,/m/0155w,Blues
247,/m/05fw6t,Música Infantil
248,/m/02v2lh,Música New Age
249,/m/0y4f8,Música Vocal
250,/m/0z9c,A cappella
251,/m/0164x2,Música da África
252,/m/0145m,Afrobeat
253,/m/02mscn,Música Cristã
254,/m/016cjb,Gospel
255,/m/028sqc,Música da Ásia
256,/m/015vgc,Música Carnática
257,/m/0dq0md,Música de Bollywood
258,/m/06rqw,Ska
259,/m/02p0sh1,Música Tradicional
260,/m/05rwpb,Música Independente
261,/m/074ft,Canção
262,/m/025td0t,Música de Fundo
263,/m/02cjck,Música de Tema
264,/m/03r5q_,Jingle publicitário
265,/m/0l14gg,Trilha Sonora
266,/m/07pkxdp,Canção de Ninar
267,/m/01z7dr,Música de Videogame
268,/m/0140xf,Música de Natal
269,/m/0ggx5q,Música de Dança
270,/m/04wptg,Música de Casamento
271,/t/dd00031,Música Alegre
272,/t/dd00033,Música Triste
273,/t/dd00034,Música Suave
274,/t/dd00035,Música Empolgante
275,/t/dd00036,Música Nervosa
276,/t/dd00037,Música Assustadora
277,/m/03m9d0z,Vento
278,/m/09t49,Sussurro de folhas
279,/t/dd00092,Ruído de vento no microfone
280,/m/0jb2l,Tempestade
281,/m/0ngt1,Trovão
282,/m/0838f,Água
283,/m/06mb1,Chuva
284,/m/07r10fb,Pingo de chuva
285,/t/dd00038,Chuva em superfície
286,/m/0j6m2,Riacho
287,/m/0j2kx,Cachoeira
288,/m/05kq4,Oceano
289,/m/034srq,Ondas do mar
290,/m/06wzb,Vapor
291,/m/07swgks,Gorgolejo de água
292,/m/02_41,Fogo
293,/m/07pzfmf,Estalido de fogo
294,/m/07yv9,Veículo
295,/m/019jd,Embarcação
296,/m/0hsrw,Veleiro
297,/m/056ks2,Canoa e barco a remo
298,/m/02rlv9,Lancha e barco a motor
299,/m/06q74,Navio
300,/m/012f08,Veículo motorizado de rua
301,/m/0k4j,Carro
302,/m/0912c9,Buzina de carro
303,/m/07qv_d5,Toque de buzina leve
304,/m/02mfyn,Alarme de carro
305,/m/04gxbd,Vidro elétrico de carro
306,/m/07rknqz,Derrapagem
307,/m/0h9mv,Cantada de pneu
308,/t/dd00134,Carro passando
309,/m/0ltv,Carro de corrida
310,/m/07r04,Caminhão
311,/m/0gvgw0,Freio a ar de caminhão
312,/m/05x_td,Buzina de caminhão
313,/m/02rhddq,Alarme de ré
314,/m/03cl9h,Carro de sorvete
315,/m/01bjv,Ônibus
316,/m/03j1ly,Veículo de emergência
317,/m/04qvtq,Sirene de polícia
318,/m/012n7d,Sirene de ambulância
319,/m/012ndj,Sirene de bombeiros
320,/m/04_sv,Motocicleta
321,/m/0btp2,Ruído de trânsito
322,/m/06d_3,Transporte ferroviário
323,/m/07jdr,Trem
324,/m/04zmvq,Apito de trem
325,/m/0284vy3,Buzina de trem
326,/m/01g50p,Vagão de trem
327,/t/dd00048,Trilhos de trem rangendo
328,/m/0195fx,Metrô
329,/m/0k5j,Aeronave
330,/m/014yck,Motor de aeronave
331,/m/04229,Motor a jato
332,/m/02l6bg,Hélice de avião
333,/m/09ct_,Helicóptero
334,/m/0cmf2,Avião de asa fixa
335,/m/0199g,Bicicleta
336,/m/06_fw,Skate
337,/m/02mk9,Motor
338,/t/dd00065,Motor leve de alta frequência
339,/m/08j51y,Broca de dentista
340,/m/01yg9g,Cortador de grama
341,/m/01j4z9,Motosserra
342,/t/dd00066,Motor médio de média frequência
343,/t/dd00067,Motor pesado de baixa frequência
344,/m/01h82_,Batida de motor
345,/t/dd00130,Motor ligando
346,/m/07pb8fc,Motor em marcha lenta
347,/m/07q2z82,Aceleração de motor
348,/m/02dgv,Porta
349,/m/03wwcy,Campainha de porta
350,/m/07r67yg,Ding-dong de campainha
351,/m/02y_763,Porta de correr
352,/m/07rjzl8,Batida de porta
353,/m/07r4wb8,Batida em porta
354,/m/07qcpgn,Toque leve
355,/m/07q6cd_,Rangido de porta
356,/m/0642b4,Armário abrindo ou fechando
357,/m/0fqfqc,Gaveta abrindo ou fechando
358,/m/04brg2,Louças e panelas
359,/m/023pjk,Talheres
360,/m/07pn_8q,Picando alimentos
361,/m/0dxrf,Fritando comida
362,/m/0fx9l,Micro-ondas
363,/m/02pjr4,Liquidificador
364,/m/02jz0l,Torneira
365,/m/0130jx,Pia enchendo ou lavando
366,/m/03dnzn,Banheira enchendo
367,/m/03wvsk,Secador de cabelo
368,/m/01jt3m,Descarga de vaso sanitário
369,/m/012xff,Escova de dentes
370,/m/04fgwm,Escova de dentes elétrica
371,/m/0d31p,Aspirador de pó
372,/m/01s0vc,Zíper
373,/m/03v3yw,Chaves tilintando
374,/m/0242l,Moeda caindo
375,/m/01lsmm,Tesoura
376,/m/02g901,Barbeador elétrico
377,/m/05rj2,Embaralhando cartas
378,/m/0316dw,Digitação
379,/m/0c2wf,Máquina de escrever
380,/m/01m2v,Teclado de computador
381,/m/081rb,Escrita à mão
382,/m/07pp_mv,Alarme
383,/m/07cx4,Telefone
384,/m/07pp8cl,Telefone tocando
385,/m/01hnzm,Toque de celular
386,/m/02c8p,Discagem de telefone
387,/m/015jpf,Tom de discagem
388,/m/01z47d,Sinal de ocupado
389,/m/046dlr,Despertador
390,/m/03kmc9,Sirene de alarme
391,/m/0dgbq,Sirene de defesa civil
392,/m/030rvx,Campainha de campainha
393,/m/01y3hg,Detector de fumaça
394,/m/0c3f7m,Alarme de incêndio
395,/m/04fq5q,Buzina de nevoeiro
396,/m/0l156k,Apito
397,/m/06hck5,Apito a vapor
398,/t/dd00077,Mecanismos
399,/m/02bm9n,Catraca
400,/m/01x3z,Relógio
401,/m/07qjznt,Tique-taque
402,/m/07qjznl,Tique-taque de relógio
403,/m/0l7xg,Engrenagens
404,/m/05zc1,Polias
405,/m/0llzx,Máquina de costura
406,/m/02x984l,Ventoinha mecânica
407,/m/025wky1,Ar-condicionado
408,/m/024dl,Caixa registradora
409,/m/01m4t,Impressora
410,/m/0dv5r,Câmera fotográfica
411,/m/07bjf,Câmera reflex
412,/m/07k1x,Ferramentas
413,/m/03l9g,Martelo
414,/m/03p19w,Martelete
415,/m/01b82r,Serrando
416,/m/02p01q,Lixamento de lima
417,/m/023vsd,Lixamento
418,/m/0_ksk,Ferramenta elétrica
419,/m/01d380,Furadeira
420,/m/014zdl,Explosão
421,/m/032s66,Tiros de arma de fogo
422,/m/04zjc,Metralhadora
423,/m/02z32qm,Fuzilaria
424,/m/0_1c,Fogo de artilharia
425,/m/073cg4,Arma de espoleta
426,/m/0g6b5,Fogos de artifício
427,/g/122z_qxw,Biribinha
428,/m/07qsvvw,Estouro
429,/m/07pxg6y,Erupção
430,/m/07qqyl4,Estrondo
431,/m/083vt,Madeira
432,/m/07pczhz,Corte de madeira
433,/m/07pl1bw,Estilhaço
434,/m/07qs1cx,Trinca
435,/m/039jq,Vidro
436,/m/07q7njn,Clink de vidro
437,/m/07rn7sz,Estilhaçamento de vidro
438,/m/04k94,Líquido
439,/m/07rrlb6,Respingos de água
440,/m/07p6mqd,Esguicho
441,/m/07qlwh6,Som de líquido amassado
442,/m/07r5v4s,Gotejamento
443,/m/07prgkl,Derramamento de líquido
444,/m/07pqc89,Fio de água
445,/t/dd00088,Fluxo forte de água
446,/m/07p7b8y,Enchendo recipiente
447,/m/07qlf79,Spray aerossol
448,/m/07ptzwd,Bomba de líquido
449,/m/07ptfmf,Mexendo líquido
450,/m/0dv3j,Fervura
451,/m/0790c,Sonar
452,/m/0dl83,Flecha
453,/m/07rqsjt,Zunido de vento ou disparo
454,/m/07qnq_y,Baque e baque surdo
455,/m/07rrh0c,Baque seco
456,/m/0b_fwt,Afinador eletrônico
457,/m/02rr_,Processador de efeitos
458,/m/07m2kt,Efeito de coro
459,/m/018w8,Bola de basquete quicando
460,/m/07pws3f,Estrondo seco
461,/m/07ryjzk,Tapa
462,/m/07rdhzs,Pancada
463,/m/07pjjrj,Batida e colisão forte
464,/m/07pc8lb,Quebra
465,/m/07pqn27,Quique
466,/m/07rbp7_,Chicote
467,/m/07pyf11,Bateção de asas
468,/m/07qb_dv,Arranhado
469,/m/07qv4k0,Raspar
470,/m/07pdjhy,Fricção
471,/m/07s8j8t,Rolamento
472,/m/07plct2,Esmagamento
473,/t/dd00112,Amassamento de papel
474,/m/07qcx4z,Rasgando material
475,/m/02fs_r,Bip eletrônico
476,/m/07qwdck,Ping sonoro
477,/m/07phxs1,Ding agudo
478,/m/07rv4dm,Clang metálico
479,/m/07s02z0,Chiado estridente
480,/m/07qh7jl,Rangido
481,/m/07qwyj0,Fricção leve
482,/m/07s34ls,Zumbido contínuo
483,/m/07qmpdm,Clatter variado
484,/m/07p9k1k,Chiado de fritura
485,/m/07qc9xj,Cliques
486,/m/07rwm0c,Clique-clack
487,/m/07phhsh,Roncado grave
488,/m/07qyrcz,Plop de gota
489,/m/07qfgpx,Tink de metal
490,/m/07rcgpl,Zumbido leve
491,/m/07p78v5,Zing metálico
492,/t/dd00121,Boing
493,/m/07s12q4,Mastigação crocante
494,/m/028v0c,Silêncio
495,/m/01v_m0,Onda senoidal
496,/m/0b9m1,Harmônico
497,/m/0hdsk,Tom de chilpe
498,/m/0c1dj,Efeito sonoro
499,/m/07pt_g0,Pulso
500,/t/dd00125,Ambiente interno, sala pequena
501,/t/dd00126,Ambiente interno, sala grande ou salão
502,/t/dd00127,Ambiente interno, espaço público
503,/t/dd00128,Ambiente externo urbano
504,/t/dd00129,Ambiente externo rural ou natural
505,/m/01b9nn,Reverberação
506,/m/01jnbd,Eco
507,/m/096m7z,Ruído de fundo
508,/m/06_y0by,Ruído ambiental
509,/m/07rgkc5,Estática
510,/m/06xkwv,Zumbido da rede elétrica
511,/m/0g12c5,Distorção
512,/m/08p9q4,Sidetone
513,/m/07szfh9,Cacofonia
514,/m/0chx_,Ruído branco
515,/m/0cj0r,Ruído rosa
516,/m/07p_0gm,Pulsação sonora
517,/m/01jwx6,Vibração
518,/m/07c52,Televisão
519,/m/06bz3,Rádio
520,/m/07hvw1,Gravação de campo
